Res,layer_41,layer_40,layer_39,layer_38,layer_37,layer_36,layer_35,layer_34,layer_33,layer_32,layer_31,layer_30,layer_29,layer_28,layer_27,layer_26,layer_25,layer_24,layer_23,layer_22,layer_21,layer_20,layer_19,layer_18,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  To perform floor division in Python, we use the operator ______.
 Answer: ",▁//,▁//,▁//,▁//,▁//,▁//,▁//,▁//,▁//,▁//,▁//,▁//,▁//,▁floor,▁/,▁division,▁division,▁',▁',▁',▁.,▁',▁',"▁""",▁To,▁To,▁To,"▁""",▁The,▁The,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ method is used to add a key-value pair to a dictionary.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""","▁""","▁""","▁""",▁The,1,1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To check if a key exists in a dictionary, we use the keyword ______.
 Answer: ",▁in,▁To,▁The,▁The,▁The,▁The,▁The,▁To,▁If,▁If,▁To,▁To,▁The,▁To,▁To,▁To,▁If,▁To,▁To,▁To,"▁""","▁""",▁',▁',"▁""",▁To,▁To,"▁""",▁The,▁The,▁The,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ function is used to find the smallest element in a list.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python's ______ function sorts a list in ascending order.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The keyword ______ is used to inherit from a parent class.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,"▁""",▁The,▁',"▁""","▁""","▁""","▁""","▁""",▁The,"▁""",1,▁The,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To convert a string to a float, we use the function ______.
 Answer: ",▁To,▁To,▁str,▁The,▁str,▁str,▁str,▁float,▁To,▁To,▁To,▁float,▁float,▁float,▁float,▁float,▁float,▁To,▁To,▁To,▁To,▁To,▁',"▁""","▁""",▁To,▁To,"▁""",▁The,▁The,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  A Python script starts execution from the block if __name__ == ""______"":.
 Answer: ",▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁__,▁None,▁None,"▁""","▁""","▁""","▁""","▁""","▁""",▁A,▁A,1,1,<0x0A>,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ function in Python is used to generate random numbers.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Random,▁Random,▁Random,▁Random,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The function ______ returns the absolute value of a number in Python.
 Answer: ",▁The,▁The,▁|,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁abs,▁abs,▁abs,▁abs,▁abs,▁absolute,▁absolute,▁absolute,▁absolute,▁',▁',▁',▁',"▁""","▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python uses the ______ function to read all lines from a file.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""","▁""","▁""","▁""",1,"▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To write to a file in Python, we use the mode ______.
 Answer: ",▁To,▁To,▁The,▁The,▁The,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",▁Write,"▁""","▁""",▁File,▁File,▁File,▁Write,"▁""",▁Write,▁Write,▁',"▁""","▁""",▁To,▁To,"▁""",1,▁The,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python uses ______ to make HTTP requests.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁The,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""",▁Python,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",▁The,▁The,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The function ______ creates a new empty dictionary.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁.,▁The,"▁""","▁""","▁""","▁""","▁""",▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To add a delay in a Python program, we use the method ______.
 Answer: ",▁time,▁time,▁time,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁#,▁None,▁None,"▁""","▁""","▁""","▁""",▁',"▁""","▁""",▁To,▁To,"▁""",1,▁The,1,1,1,2,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python uses the ______ method to capitalize the first character of a string.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁capital,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""",▁Python,"▁""","▁""","▁""","▁""","▁""",1,"▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The method ______ removes leading whitespace from a string in Python.
 Answer: ",▁r,▁The,▁The,▁The,▁The,▁The,▁.,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁',▁trim,strip,▁trim,▁',▁',▁',"▁""",▁',"▁""","▁""","▁""",▁The,"▁""",1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ operator is used for string concatenation in Python.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁',▁',▁',▁',"▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  To define a lambda function in Python, we use the keyword ______.
 Answer: ",▁lambda,▁To,▁def,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,▁lambda,"▁""","▁""","▁""","▁""","▁""","▁""",▁To,▁To,"▁""","▁""",▁The,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  A Python set does not allow ______ values.
 Answer: ",▁Dup,▁Dup,▁Dup,▁Dup,▁duplicate,▁duplicate,▁duplicate,▁duplicate,▁duplicate,▁duplicate,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁The,▁A,▁A,▁A,"▁""",▁A,▁A,▁A,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python's ______ module provides functions for regular expressions.
 Answer: ",▁re,▁Python,▁Python,▁Python,▁The,▁The,▁The,▁The,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""","▁""","▁""","▁""","▁""",▁The,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To iterate over a dictionary, we use the method ______.
 Answer: ",▁The,▁To,▁The,▁The,▁The,▁Iter,▁Iter,▁Iter,▁Iter,▁Iter,▁Iter,▁Iter,▁Iter,▁Iter,▁Iter,▁Iter,▁Iter,▁Iter,▁Iter,▁To,▁To,"▁""",▁',"▁""",▁To,▁To,▁To,"▁""",▁The,▁The,▁The,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ method converts all characters in a string to uppercase.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,"▁""",1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ operator checks for object identity in Python.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python's ______ keyword is used to declare a constant.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁_,▁Python,▁Python,▁',"▁""",▁Python,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  A Python program ends execution using the method ______.
 Answer: ",▁exit,▁exit,▁The,▁The,"▁""","▁""","▁""","▁""",▁__,▁__,▁None,▁__,▁None,▁__,▁_,▁.,▁.,▁None,▁.,"▁""","▁""","▁""",▁',"▁""","▁""",▁A,▁A,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  To merge two dictionaries in Python 3.9+, we use the operator ______.
 Answer: ",▁The,▁|,▁|,▁|,▁|,▁|,▁|,▁|,▁|,▁|,▁|,▁|,"▁""",▁Union,▁Union,▁merge,▁merge,▁Union,▁merge,▁',▁merge,▁',▁',"▁""","▁""",▁To,▁To,1,1,▁The,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ function is used to dynamically execute Python expressions.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁The,▁The,"▁""",1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python uses the ______ module for working with JSON.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""","▁""","▁""","▁""","▁""",▁The,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To remove duplicate elements from a list, we can convert it to a ______.
 Answer: ",▁Set,▁Set,▁Set,▁Set,▁Set,▁Set,▁Set,▁Set,▁Set,▁Set,▁Set,▁Set,▁Hash,▁Hash,▁Hash,▁Hash,▁To,▁To,▁To,▁To,▁To,▁To,▁To,▁To,▁To,▁To,▁To,"▁""",▁The,▁The,▁The,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The keyword ______ in Python is used for asynchronous programming.
 Answer: ",▁as,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁async,▁async,▁async,▁async,▁The,▁async,▁async,▁async,▁async,▁async,▁',▁',▁',▁',▁',"▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The function ______ is used to calculate the sum of elements in an iterable.
 Answer: ",▁sum,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁sum,▁sum,▁The,▁The,▁The,▁The,▁The,"▁""",▁',"▁""","▁""","▁""","▁""",1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python uses ______ to raise exceptions.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""",▁Python,▁Python,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",▁The,▁The,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ keyword is used for documentation strings in Python.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁doc,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁',"▁""","▁""","▁""",▁The,"▁""",1,"▁""",1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To create an infinite loop in Python, we use while ______.
 Answer: ",1,▁To,1,▁Using,▁Using,▁Using,"▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""","▁""",▁True,▁True,"▁""","▁""",▁',▁',▁',▁',"▁""",▁To,▁To,"▁""",▁The,▁The,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The method ______ removes all elements from a list in Python.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Remove,▁The,▁',▁',▁',"▁""",▁',▁',"▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  To sort a dictionary by its keys, we use the function ______.
 Answer: ",▁The,▁To,▁The,▁The,▁The,▁The,▁sort,▁sort,▁sort,▁sort,▁sort,▁sorted,▁sorted,▁sorted,▁sorted,▁sorted,▁sorted,▁Sort,▁This,▁To,▁To,▁This,▁',▁',"▁""",▁To,▁To,"▁""",1,▁The,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  A ______ is a Python object that supports iteration.
 Answer: ",▁A,▁A,▁A,▁A,▁A,▁Iter,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,"▁""",1,"▁""",1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The method ______ returns a shallow copy of a list.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""","▁""","▁""","▁""",▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ method removes a specific item from a set.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁',"▁""","▁""",▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To check if a string contains only digits, we use the method ______.
 Answer: ",▁is,▁To,▁_,▁The,▁Using,▁Using,▁To,▁To,▁To,▁To,▁To,▁To,▁to,▁To,▁To,▁To,▁To,▁To,▁To,▁Check,"▁""","▁""",▁',▁',"▁""",▁To,▁To,"▁""",▁The,▁The,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python uses ______ to pause execution for debugging purposes.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁_,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""","▁""",▁Python,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",▁The,▁The,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ function in Python is used to format a string.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁',▁The,"▁""",▁The,▁The,"▁""",1,"▁""",1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  A ______ error occurs when dividing by zero in Python.
 Answer: ",▁A,▁A,▁Zero,▁Zero,▁Zero,▁Zero,▁Zero,▁Zero,▁Zero,▁Zero,▁Zero,▁Zero,▁Zero,▁Zero,▁A,▁Zero,▁Zero,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  To read a specific number of characters from a file, we use ______.
 Answer: ",▁f,▁To,▁f,▁f,▁The,▁Using,▁The,▁Read,▁Read,▁Read,▁Read,▁Read,▁Read,▁Read,▁Read,▁Read,▁Read,▁Read,▁Read,▁To,▁To,"▁""",▁To,▁To,▁To,▁To,▁To,"▁""","▁""",▁The,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The method ______ is used to replace elements in a list in Python.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁',▁',"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python's ______ module is used for working with dates and times.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁The,▁The,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""","▁""","▁""","▁""",1,"▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To install third-party libraries in Python, we use the command ______.
 Answer: ",▁pip,▁To,▁pip,▁pip,▁pip,▁pip,▁pip,▁pip,▁pip,▁pip,▁pip,▁pip,▁pip,▁pip,▁pip,▁To,▁To,▁To,▁To,▁To,▁To,"▁""","▁""","▁""","▁""",▁To,▁To,"▁""",1,▁The,▁The,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ function in Python creates a list from an iterable.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python uses ______ to create private class members.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Private,▁Private,▁Private,▁Private,▁Python,▁Python,"▁""","▁""","▁""",▁Python,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",▁The,▁The,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  A ______ in Python is an iterable that returns elements one at a time.
 Answer: ",▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  To access a private member in Python, we use the syntax ______.
 Answer: ",▁To,▁To,▁To,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Using,▁Access,▁Private,▁Private,▁Access,▁Access,▁Access,▁To,▁To,▁To,▁To,"▁""",▁To,"▁""","▁""",▁To,▁To,"▁""","▁""",▁The,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The method ______ checks if all elements in an iterable are True.
 Answer: ",▁all,▁all,▁all,▁The,▁The,▁The,▁The,▁The,▁is,▁is,▁The,▁The,▁is,▁.,▁.,▁.,▁.,▁True,▁Check,▁Check,▁Check,"▁""",▁',▁',"▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ method adds all elements of a list to a set.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""","▁""",▁The,1,1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python's ______ keyword is used to define a coroutine.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""",▁Python,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",▁The,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To install Python, we download it from the website ______.
 Answer: ",▁To,▁To,▁To,▁To,▁To,▁To,▁To,▁To,▁To,▁To,▁To,▁To,▁The,▁The,▁The,▁The,▁To,▁To,▁To,▁The,▁The,▁The,▁The,"▁""","▁""",▁To,▁To,"▁""",▁The,▁The,▁The,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python uses the ______ keyword to return a value from a function.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Return,▁Return,▁Return,▁Return,▁Python,▁Python,"▁""","▁""","▁""",▁Python,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The function ______ is used to list all files in a directory.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁ls,▁ls,▁ls,▁ls,▁ls,▁ls,▁The,▁The,▁The,▁The,▁File,▁List,▁The,▁The,"▁""","▁""","▁""","▁""","▁""",▁The,"▁""",1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  To check the memory address of an object, we use the function ______.
 Answer: ",▁To,▁To,▁To,▁The,▁The,▁The,▁The,▁To,▁The,▁To,▁To,▁To,▁To,▁To,▁To,▁Get,▁To,▁To,▁To,▁To,▁To,▁The,▁To,▁',"▁""",▁To,▁To,"▁""",▁The,▁The,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ module in Python is used for mathematical operations.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁',"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python's ______ function evaluates if any elements in an iterable are True.
 Answer: ",▁all,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁`,"▁""",▁Python,"▁""","▁""","▁""","▁""","▁""",1,"▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ method returns the index of the first occurrence of a value in a list.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  To add comments in Python, we use the symbol ______.
 Answer: ",▁To,▁To,▁#,▁#,▁#,▁#,▁#,▁#,▁#,▁#,▁#,▁#,▁#,▁Comment,▁Comment,▁Comment,▁Comment,▁Comment,▁To,▁To,▁To,▁',▁',"▁""","▁""",▁To,▁To,"▁""",▁The,▁The,▁The,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python's ______ function returns the maximum value in an iterable.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁max,▁max,▁max,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,"▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The keyword ______ is used to declare a static method in Python.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁',▁',"▁""","▁""",▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  To reverse a string in Python, we use slicing with ______.
 Answer: ",▁s,▁To,▁The,▁The,▁The,▁The,▁The,▁The,▁revers,▁revers,▁revers,▁revers,▁revers,▁revers,▁revers,▁revers,▁revers,▁revers,▁Python,"▁""","▁""",▁',▁',"▁""","▁""",▁To,▁To,"▁""",▁The,▁The,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  A variable defined inside a function in Python is called a ______ variable.
 Answer: ",▁Local,▁A,▁A,▁A,▁Local,▁Local,▁A,▁Local,▁Local,▁Local,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,▁A,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ______ operator is used to perform bitwise AND in Python.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁',▁',"▁""","▁""",▁The,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The method ______ removes a key-value pair from a dictionary.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁',▁',"▁""","▁""",▁The,"▁""",1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  Python’s ______ module is used to work with CSV files.
 Answer: ",▁Python,▁Python,▁Python,▁Python,▁The,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,▁Python,"▁""","▁""","▁""",1,1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The method ______ appends a new line to a file in Python.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁',▁',"▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  To generate a range of numbers, we use the function ______.
 Answer: ",▁To,▁To,▁The,▁The,▁The,▁The,▁To,▁To,▁To,▁To,▁To,▁Range,▁Range,▁Range,▁Range,▁Range,▁Range,▁To,▁To,▁To,▁To,"▁""",▁',"▁""","▁""",▁To,▁To,"▁""",1,▁The,1,1,1,▁The,1,1,1,1,1,1,2
